,tokenized,detoken
1156,"['업데이트', '도대체', '이전', '버전', '예약', '및', '이용', '편리', '지금', '무슨', '정리', '안되', '예약', '불편', '엉망', '부디', '의견', '수렴', '다시', '업데이트', '부탁']",업데이트 도대체 이전 버전 예약 및 이용 편리 지금 무슨 정리 안되 예약 불편 엉망 부디 의견 수렴 다시 업데이트 부탁
1157,"['업데이트', '자전거', '예약', '기능', '빼']",업데이트 자전거 예약 기능 빼
1158,"['진짜', '자동', '업데이트', '안되', '출근시간', '보상', '시간', '돈', '짜증', '아침', '부터', '지우', '아침', '택시', '비']",진짜 자동 업데이트 안되 출근시간 보상 시간 돈 짜증 아침 부터 지우 아침 택시 비
1159,"['업데이트', '려면', '실험', '출근', '시간', '지게', '먼데']",업데이트 려면 실험 출근 시간 지게 먼데
1160,"['업데이트', '테스트', '안해', '도대체', '무엇', '위', '업데이트', '입', '예전', '안되', '지도', '느려서', '도록', '이면', '이건', '아예', '느려', '지라', '고사', '수준', '대여', '버튼', '또', '증말']",업데이트 테스트 안해 도대체 무엇 위 업데이트 입 예전 안되 지도 느려서 도록 이면 이건 아예 느려 지라 고사 수준 대여 버튼 또 증말
1161,"['어플', '디자인', '누가', '임', '사용', '드럽게', '불편', '아직', '오류', '투성이', '쓸데없는', '팝업']",어플 디자인 누가 임 사용 드럽게 불편 아직 오류 투성이 쓸데없는 팝업
1162,"['개그', '업데이트', '생', '고생']",개그 업데이트 생 고생
1163,"['장', '난하', '대여', '어플', '다시', '래서', '며칠', '또', '대여', '안되']",장 난하 대여 어플 다시 래서 며칠 또 대여 안되
1164,"['서울시', '돈', '여서', '그런건데']",서울시 돈 여서 그런건데
1165,"['분해', '글', '길', '바닥', '버려진', '시간', '희망고문', '공중', '분해', '데이터', '업데이트', '전', '어플', '그나', '마', '수라도', '있었는데', '업데이트', '랍시고', '지도', '느리게', '다행', '어플', '어플', '사용', '사람', '돈', '자전거', '사람', '어떻게', '돈', '돈대', '타지', '자전거', '눈앞', '땡볕', '헛짓', '버스', '타고', '관리', '식', '정기권', '사람', '어떻게', '깝깝', '전체', '리뷰']",분해 글 길 바닥 버려진 시간 희망고문 공중 분해 데이터 업데이트 전 어플 그나 마 수라도 있었는데 업데이트 랍시고 지도 느리게 다행 어플 어플 사용 사람 돈 자전거 사람 어떻게 돈 돈대 타지 자전거 눈앞 땡볕 헛짓 버스 타고 관리 식 정기권 사람 어떻게 깝깝 전체 리뷰
1166,"['업데이트', '지도', '확대', '수거', '없네요']",업데이트 지도 확대 수거 없네요
1167,"['업데이트', '최악', '입니다', '주로', '야외', '데이터', '환경', '사용', '데이터', '환경', '어플', '자체', '매우', '느리고', '성해', '지도', '커녕', '지도', '대여소', '로드', '안되', '네이버', '구글', '지도', '로드', '지도', '기', '다리', '몇', '분', '이싱', '소요', '대여소', '선택', '수도', '없고', '검색', '지도', '어플', '자체', '업데이트', '전', '성한', '면', '있었', '익숙', '지면', '그나', '마', '사용', '가능', '업데이트', '아예', '대여', '시스템', '이용', '수도', '없습니다', '만약', '따릉이', '이용', '려면', '어플', '옵', '데이트', '이후', '에나', '전체', '리뷰']",업데이트 최악 입니다 주로 야외 데이터 환경 사용 데이터 환경 어플 자체 매우 느리고 성해 지도 커녕 지도 대여소 로드 안되 네이버 구글 지도 로드 지도 기 다리 몇 분 이싱 소요 대여소 선택 수도 없고 검색 지도 어플 자체 업데이트 전 성한 면 있었 익숙 지면 그나 마 사용 가능 업데이트 아예 대여 시스템 이용 수도 없습니다 만약 따릉이 이용 려면 어플 옵 데이트 이후 에나 전체 리뷰
1168,"['그냥', '업데이트', '해', '가지', '지도', '선택', '계속', '오류', '테스트', '해', '보고', '이건', '발바', '개발자', '무능']",그냥 업데이트 해 가지 지도 선택 계속 오류 테스트 해 보고 이건 발바 개발자 무능
1169,"['어플', '이바', '뀌', '안되', '지지도', '돈', '만날', '렷네']",어플 이바 뀌 안되 지지도 돈 만날 렷네
1170,"['사용', '환경', '아예', '안되', '게', '신건', '가요', '어떤', '개발자', '인지', '공공기관', '일', '꼬', '라지', '볼', '만하']",사용 환경 아예 안되 게 신건 가요 어떤 개발자 인지 공공기관 일 꼬 라지 볼 만하
1171,"['오늘', '업데이트', '굉장히', '안되', '기', '시작', '간전', '업데이트', '이후', '부터', '오류', '따위', '엡', '운', '영하']",오늘 업데이트 굉장히 안되 기 시작 간전 업데이트 이후 부터 오류 따위 엡 운 영하
1172,"['돈내', '고사', '용하는건', '데쓰', '지도', '고이', '짜증', '게']",돈내 고사 용하는건 데쓰 지도 고이 짜증 게
1173,"['이번', '업데이트', '지도', '뜰', '동안', '동안', '택시', '초창', '기', '언어', '개발자', '거도', '개판']",이번 업데이트 지도 뜰 동안 동안 택시 초창 기 언어 개발자 거도 개판
1174,"['헬', '업데이트']",헬 업데이트
1175,"['대대', '업데이트', '어플', '사용', '없게', '업데이트', '었', '어플', '업데이트', '전', '테스트', '지도', '지도', '물방울', '눌', '리지', '뿐더러', '눌', '린다', '아닌', '다른', '지역', '대여소', 'QR', '애초', '인식', '대여소', '검색', '도대체', '있는거죠', '어플']",대대 업데이트 어플 사용 없게 업데이트 었 어플 업데이트 전 테스트 지도 지도 물방울 눌 리지 뿐더러 눌 린다 아닌 다른 지역 대여소 QR 애초 인식 대여소 검색 도대체 있는거죠 어플
1176,"['업데이트', '보기', '자동', '도안']",업데이트 보기 자동 도안
1177,"['업데이트', '똑바로', '하자', '자전거', '끝', '업데이트', '필요', '어플', '이지', '기존', '오류', '세금', '낭비']",업데이트 똑바로 하자 자전거 끝 업데이트 필요 어플 이지 기존 오류 세금 낭비
1178,"['업데이트', '전도', '노답', '업뎃후', '극악']",업데이트 전도 노답 업뎃후 극악
1179,"['도저히', '없네', '아마추어', '상', '아마추어', '인지', '오류', '투성이', '엉망', '어플', '처음', '업데이트', '지도', '제대로', '나', '오지', '중간', '오류', '에다가', '대여소', '번호', '검색', '안되', '번호', '여서', '엉터리', '리스트', '는가', '도대체', '세금', '여서', '어떤', '자격', '미달', '업체', '일', '준', '서울시', '감', '입니다', '제품', '하자', '수정', '청와대', '서울시', '따릉이', '민원', '대체', '뭘', '수정', '서비스', '개시', '서울시', '민', '데리', '장난', '제대로']",도저히 없네 아마추어 상 아마추어 인지 오류 투성이 엉망 어플 처음 업데이트 지도 제대로 나 오지 중간 오류 에다가 대여소 번호 검색 안되 번호 여서 엉터리 리스트 는가 도대체 세금 여서 어떤 자격 미달 업체 일 준 서울시 감 입니다 제품 하자 수정 청와대 서울시 따릉이 민원 대체 뭘 수정 서비스 개시 서울시 민 데리 장난 제대로
1180,['업데이트'],업데이트
1181,"['가능', '이전', '버전']",가능 이전 버전
1182,"['제발', '이상하', '업데이트', '마여', '업데이트', '하니', '안되']",제발 이상하 업데이트 마여 업데이트 하니 안되
1183,"['업뎃헷', '거지', '같아요']",업뎃헷 거지 같아요
1184,"['업데이트', '개최', '악', '전', '버전', '결제', '오류', '카드', '등록', '시스템', '미', '권유', '사용', '진짜', '힘들었는데', '패치', '로', '오류', '티맵', '배', '오래', '우세', '자전거', '구려']",업데이트 개최 악 전 버전 결제 오류 카드 등록 시스템 미 권유 사용 진짜 힘들었는데 패치 로 오류 티맵 배 오래 우세 자전거 구려
1185,"['이럴거면', '업데이트', '업데이트', '기전', '지도', '느리고', '시간', 'QR', '인식', '안되']",이럴거면 업데이트 업데이트 기전 지도 느리고 시간 QR 인식 안되
1186,"['누가', '자지', '얼마나', '해먹', '었어']",누가 자지 얼마나 해먹 었어
1187,"['쓰레기', '같은', '어플', '아예', '지도']",쓰레기 같은 어플 아예 지도
1188,"['오류', '때문', '대여', '진짜', '데이터', '계속', '앱임']",오류 때문 대여 진짜 데이터 계속 앱임
1189,"['어플', '업데이트', '불편', '함', '느려', '지고']",어플 업데이트 불편 함 느려 지고
1190,"['어플', '업데이트', '사용', '힘듭니다', '지도', '까운', '대여소', '찾기', '힘들어졌', '다시', '업데이트']",어플 업데이트 사용 힘듭니다 지도 까운 대여소 찾기 힘들어졌 다시 업데이트
1191,"['진짜', '최악', '이런', '구린', '업데이트', '있는', '개발자', '반성', '쇼']",진짜 최악 이런 구린 업데이트 있는 개발자 반성 쇼
1192,"['동작', '안되', '최악']",동작 안되 최악
1193,"['지도', '물방울', '안보', '검색', '오류', '시간', '버', '리다', '지하철', '결제', '돈', '시간', '돈']",지도 물방울 안보 검색 오류 시간 버 리다 지하철 결제 돈 시간 돈
1194,"['진짜', '그지같', '이도', '수정']",진짜 그지같 이도 수정
1195,"['전', '버전', '진짜']",전 버전 진짜
1196,"['오류', '해결', '몇', '시간', '입', '공무원', '있나요']",오류 해결 몇 시간 입 공무원 있나요
1197,"['눈', '먼', '돈', '공공기관', '납품', '테스트', '제대로', '확인', '오류', '넘쳐', '남']",눈 먼 돈 공공기관 납품 테스트 제대로 확인 오류 넘쳐 남
1198,"['물방울', '클릭', '대여', '가능', '물방울', '지고', '고요', '이따', '구로', '업데이트', '대요', '검색', '대여소', '안되', '나오니', '대여', '있나', '돈', '타지', '별', '개도', '아깝네요']",물방울 클릭 대여 가능 물방울 지고 고요 이따 구로 업데이트 대요 검색 대여소 안되 나오니 대여 있나 돈 타지 별 개도 아깝네요
1199,"['진짜', '업데이트', '개별', '무슨', '지도', '확', '대하', '지도', '확대', '안되', '오류', '일', '무슨', '구로', '확인', '안해', '보고', '업데이트', '짜증', '네']",진짜 업데이트 개별 무슨 지도 확 대하 지도 확대 안되 오류 일 무슨 구로 확인 안해 보고 업데이트 짜증 네
1200,"['아이디', '비밀번호', '로그인', '안되', '로그인', '어도', '안되', '포기', '로딩', '시간', '길고', '업데이트', '복잡해졌']",아이디 비밀번호 로그인 안되 로그인 어도 안되 포기 로딩 시간 길고 업데이트 복잡해졌
1201,"['몇', '주전', '산', '로', '결제', '가안', '쩌', '이해', '없네요']",몇 주전 산 로 결제 가안 쩌 이해 없네요
1202,"['어플', '거지', '눈앞', '있는', '자전거']",어플 거지 눈앞 있는 자전거
1203,"['제대로', '그냥', '말']",제대로 그냥 말
1204,"['평소', '있', '다만', '오늘', '결제', '전부', '돈', '출금', '이용권', '발급', '로그인', '정도', '시도', '그것', '전부', '오류로', '평소', '결제', '과정', '불편', '생각', '공식', '어플', '이런', '오류', '문의', '어디']",평소 있 다만 오늘 결제 전부 돈 출금 이용권 발급 로그인 정도 시도 그것 전부 오류로 평소 결제 과정 불편 생각 공식 어플 이런 오류 문의 어디
1205,"['오늘', '어플', '버전', '계솓', '오류']",오늘 어플 버전 계솓 오류
1206,"['타블렛', '안되']",타블렛 안되
1207,"['있는', '어플', '이나', '관', '리하', '시오', '어제', '오늘', '혈압', '개발자', '어떻게', '선정']",있는 어플 이나 관 리하 시오 어제 오늘 혈압 개발자 어떻게 선정
1208,"['따릉이', '기', '다리', '허비', '시간', '안된', '정기권', '및', '버스비', '물어']",따릉이 기 다리 허비 시간 안된 정기권 및 버스비 물어
1209,"['오늘', '로그인', '조차', '안되']",오늘 로그인 조차 안되
1210,"['세금', '발라', '제대로', '이용', '탈수', '없게', '땡볕', '어려운', '기술', '직', '버벅거', '리기', '나하', '답답하다']",세금 발라 제대로 이용 탈수 없게 땡볕 어려운 기술 직 버벅거 리기 나하 답답하다
1211,"['좋은', '취지', '서비스', '어플', '서버', '말', '언제', '신뢰', '성', '핵심', '퇴근시간', '수십', '분', '이나', '오류', '어플', '별', '주기', '처음', '입니다']",좋은 취지 서비스 어플 서버 말 언제 신뢰 성 핵심 퇴근시간 수십 분 이나 오류 어플 별 주기 처음 입니다
