content,complain
"아직 검증이 안되어 있어보입니다. 관련업체에서 충분한 확인하셔야 하겠구요. 그 전까지는 이 전 앱으로라도 사용할 수 있도록 해주셔야 
하겠네요. QR코드 외에는 자전거를 탈 수가 없네요.",자전거가있는데인식을못하는경우가 부쩍많습니다어플이바뀐후로 계속 이런경우가많은데  조치가필요합니다
"진짜 이럴거면 업데이트를 하질말던가.. 자전거한대남은거누가먼저결제하나싸움하다 둘다 15분넘게서있었음(결국본인이짐) 안드로이드에서 지도는 
느리게로딩되고 정류소 번호를 입력해도 나오질않고 qr코드를읽혀봐도 없는 정류장이라나오고..지도에 튼겨우겨우 클릭해도 
대여창이안나오고..결국아이폰통해 다시로그인해서 빌림ㅡ하아...우리회사앱보다더심각한앱이여기있네.. 세금은여기에다좀쓰시고꼰대개발자들은 
인간적으로 자기자식이 탄다는생각을가지고 개발좀합시다 받은만큼만일하지좀말구요 쫌!!!제발!!! 대한민국을위해 
본인의자취를남긴다는생각좀가집시다이런건!!!",새로바뀐앺이  로그인하는데 시간이 너무걸리니  개선해주시기바랍니다
타라는거냐 말라는거냐,"반납시간에 맞추려 노력하지만 가끔 1~2분 늦는 경우가 발생, 몇백원 때문에 따릉이를 이용못하는 경우가 발생합니다. 결제방법도 힘들고요.서울시민의 건강을 위한 목적으로 했다면 5~10분은 여유를 주고, 더 초과될 경우, 5~10분의 요금까지 청구하는 것이 어떨까요?따릉이를 수익을 내기 위하여 도입했다면 말도 안 되는 소리겠지만요."
결제모듈 원래 폰에있는 티머니로했는데 업디이트되더니 안되네요...;; 최악입니다최악,지도에 내위치만 뜨고 대여소가 안보이는데...어떤 설정을 해야하나요?이건에 대해 도무지 찾을 수가 없네요.
"리뉴얼전부터사용하다가 내위치기반으로 지도 검색된다고 해서 기대했는데.. 그렇게 안될뿐더러, 내가 지도움직여서 근처 찾으면 이미지 
버벅거리는데다 확대하면 먹통됨. 검색하자해도 구, 동단위로 검색도 안되고 역이름 검색치니 딱 그 대여소 검색만 됨.. 차라리 구버전이 
주변 대여소들 찾기 편했는데.. 따릉이 서비스 참 좋아하는 한 사람으로써 앱개발자님이 정말 신경 좀 써주셨으면 함.",망우동 영란미디어고 인근 대여소 설치 건의
삭제하고 다시 깔면 잘됨 이것때문에 알바지각함......개빡치네,강북도봉세무소 대여소설치 부탁합니다
진심 쓰레기다 쓰레기,앱 신규 개편 이후  대여소 지도 로딩도 넘 느려서 안 되다 시피하고물방울은 나타나지도 않고몇 대가 있는지 대체 알 수도 없고자주 가던 곳 아니면 대여소 어디 있는지도무지 알 수가 없고..뭐하자는 건지요?
"아니 뭐 어쩌라구요 이용료는 냈는데 대여소검색은 안되고 적은돈이지만 이렇게 운영하면 화가나요 정말 어플좀 제대로좀 바꿔요 나아질 
기미가안보이네 이건",숭실대학교 재학생/교강사 및 직원들도 많이 타고 상도동 거주민도 많이 타는데 숭실대학교/숭실대입구역 앞에 따릉이가 없어 상도역까지 일부러 짧지 않은 거리를 이동해야 합니다. 이동하는데 시간이 많이 들어요.
진짜 최악임 자전고 있는데도 안빌려짐 계속 gps수락도 계속뜨고 구매한 이용권정보도 볼 수 없음 진짜 최악 자전거 타려다가 빡만 칩니다,2호선 신대방역은 동작구구민 ㆍ 관악구구민이 함께 이용하는 역사입니다. 관악구 경우  난곡이나  신림4.신림8동 지역주민이 많은데  왜 따릉이 대여소가 없나요?  따릉이 대여소 설치해주세요. 설치할수 있는 장소도  많은데  이해가 되지 않습니다.
"아니 지도도 안눌리고 어찌어찌 해서 qr코드로 간신히 빌려볼랬더니 자꾸 일회용권 비밀번호로 4자리 두번 누르라냐 나는 계속 정기권 
쓰고있었는데 뭔 앱을 이따구로 업데이트 합니까","강북구 수유동 광산사거리 부근 수유동 성당에 다니고 있는 강북구 주민 이근영 입니다. 광산사거리는 신도수가 5천여명이나 되는 수유동 성당이 있고인근에 병원과 금융기관이 있어 주민의 왕래, 교통량이 많은 곳입니다. 자전거 대여소가 가까운 곳에 있으면 따릉이를 이용해서 오고갈 수 있는 곳을 차로 나오게 되는 일들이 종종 있어서 대여소 설치를 요청하게 되었습니다. 검토하여 주시길 바랍니다. ^^"
지도를 왜 쳐 넣어서 이 혼란을 주는지...안되잖아!!!!,4.19사거리에서 광산사거리 중간엔 대여소가 없어요  대여소간 거리가 넘 멀어서 중간쯤인  수유2동 주민센터에 대여소가 설치 되었으면 좋겠습니다.
아니.. 리뉴얼 이전 버전도 불편한 감은 있었지만 나름 적응되서 쓰긴했음.. 근데 이번 리뉴얼은 진짜 아닌듯.. 개발팀 뭐한거임?,"홈페이지, 앱   개편전에는  이용순위 메뉴가 있었는데..지금은 찾을수가 없네요..개편정책상 삭제한건가요?아니면 제가 못찾고 있는건가요?삭제한거라면 왜 삭제된건지 알고 싶네요...."
동생들이 안되서 1점남김,물방울이고뭐고대여소현황이나 그런거 하나도안되고큐알코드로만 되는데이거만드는사람은 사용도안해보나?이전버전으로 돌려놓던가 고치던가해야될거아니에요답답하네
"아니 별 한개도 아까움 아에 대여가 안눌림 돈 받아 쳐먹고 검수도 제대로 안하고 어플을 건드림???? 아니 대여로도 올려놓고 아에 
대여를 못하게 만들어버리면 어쩌자는거임;;;; 빨리 해결하세요 개 짜증",배명고등학교쪽에도 설치부탁해요 삼전동쪽은  없어서 이용을 할수 없어요
시작화면 지도에서 자전거 대여소 로딩이 안돼서 데이터랑 배터리만 겁나 잡아먹어요. 이렇게 업뎃한 공무원 징계 부탁드립니다.,SPB-17257매번 기계 오류였으면서다음날 빌리려고하니 기본요금 초과라고돈내라고 뜨더라구요상담원하고 통화해서 반납오류인거 확인햇음에도 불구일처리 진짜 ... 답답하게 하시네요이번엔 한번에 좀 일좀 해주세요10분도 안쓰고 반납했으니까기본요금 초과금도 0원으로 해주세요제가 매일 출퇴근하며 써서 아마 정기적으로기록이 되어있을꺼에요연신내역 4번 출구에 반납했습니다
새로운앱으로 바꾼건 자전거를 1시간 전에 나와서 빌리라는 건가요? 전에 간편한 앱으로 다시 바꿔 줘요 너무 복잡해서 불편 합니다,13125 반납했는데 안됬다고 계속 떠요 이수교차로 남단에 반납했는데 요금부과되는데 어떻게 하나요 고객센터는 30분째 전화도 안받고요
아니;; 도대체 왜 바꾼거죠? 잘 쓰고 있었는데... 지도가 확대도 안되고 축소도 안되요 진짜 잘쓰고 있었는데...;;,도대체 앱을 어떻게 바꾼거길래 이 모양인지감색이 돼야 이용을 하던 반납을 하던 할것 아닙니까책상에 앉아서 개발만 하지 말고 좀 써보면서 일 좀 하시길
이게모냐!!!! 내세금으로 어떤 공무원들이 이따위 쓰레기 앱 만들었냐! 얼굴이나 보고싶다.,반납 완료 했을 때 소리는 났는데 왜 또 반납되었다고 안오죠..너무 자주 이러네요시스템 고쳣다고 하셨는데왜 또 이러죠받지도 않는 전화 하기 지겹습니다SPB-17257
회원가입 로그인이 안되서 힘들었어요,송파 법조타운에 수많은 사무실의 입주가 진행되면서 올림픽훼밀리아파트 사거리의 송파테라타워2방면의 유동이 매우 많아졌습니다.그래서 신규 대여소의 설치를 의뢰합니다.1.지역 : 송파구.2.주소 : 송파구 송파대로 2013.위치 : 올림픽훼밀리아파트 사거리              송파테라타워2 입구
시작화면에 지도좀 갖다치워주시겠어요? 데이터를 엄청먹고 시작하네요. 업데이트가 아니라 개악입니다,자주가는 대여소 목록도 안 뜨고지도에서 물방울도 안 뜹니다.대여소를 선택해야 빌리던지 할텐데처음단계부터 안 되니 출근시간은 촉박하지정말 성질납니다.좀 제대로 만들어 서비스 합시다.
"아니 UI는 왜바꿈? 꼰대가 '야 개선해~!' 하니까 등신들이 '네~' 이러고 이따구로 바꾼거? 도대체 홈화면에 지도를띄우는 생각은 
누가했냐ㅋㅋㅋ 지도로딩이 로드가 얼마나큰데 에휴...",메인화면 복귀할 때마다 GPS설정하라는 팝업이 계속 떠서 불편합니다. GPS를 쓰지 않을 때 팝업 해제하거나 닫기 누르면 다시 안뜨게 할 수는 없을까요
역대급 쓰레기.. 이거타려다가 한시간 했는데 안돼서 다시 집간다 어떤새끼가 만드는건지..,반납하고 집으로 왔는데 핸드폰보니까 반납문자가 안와있고 추가요금은 계속 붙고있고 이거 뭐지..
"아니 업데이트할 때 사전 테스트 안 하시나요? 작동도 제대로 안 되고 쓰기 더 불편하게 되었네요. 세금으로 만드는 걸텐데... 의도만 
좋다고 다 좋은게 아니란 걸 숙고해 주셨으면 좋겠습니다",정해진 시간내에 대여 반납 여러번 가능합니까?
쓰레기 자전거 타려스 스트레스만 받네 진행도 안됨 돈주고 왜 쓰레기를 만드나요?,"안에 대여소 설치 신청합니다.한강에서 bike하다가 잠시 서울함 공원 관람하고 싶어도 잠금장치 할 데가 없어서 못 하네요또 bike하다가 엉덩이 아파서 좀 쉬면서 walking, running, fishing, sleeping on grass 하고 싶어도잠금장치 할 데가 없어서 못 하네요또 시간제한 때문에 잠금하고 다시 대여하려고 해도 대여소가 없어서 못하네요"
"제발... 가만히좀 있으면 안 되나요 굳이 바꿔서 안 되게 하는건 왜 그런건가요 세금 쓸 곳 찾아 두리번두리번 거리다가 앱 개발 
생각한건가요??",일주일만에 답장이라고는.. 성의없고 원론적인 답은 그만하시고..기존앱 메인창에 지도검색 옵션..문제해결끝..이게 그리어렵나요? 서울시자전거 자주 타는사람이라면 욕이 목구멍에서 차고 넘치는데도 꾸욱 참고 공유자전거라는 너무나 좋은 제도라 애정과 보은의 차원에서 하루속히 문제해결하라고지속적인 민원을 넣는거임.골든타임 아시죠?7시간도 아니고 7일이나 지났는데도 문제해결은 커녕 사용자 불편 지속적으로 무시하는 성의없는 대응 나중엔 누군가 큰 책임을 지셔야할겁니다.
"이번 업데이트후 문제점. 1. 지도에서 정거장 검색이 아예안됨. 지역구, 정거장명, 정거장번호 다 검색안됨. 2. 지도가 세로로 
반만보임, 반이 잘려서 오른쪽반이 회색으로 나오고 표시가 안됨. 3.지도검색이 안되서 직접 지도옮겨서 정거장 찾아도 정거장 선택이 
안됨. 대여가능 대수까지만 확인되고 예약이나 대여화면으로 안넘어감. 4. 즐겨찾는대여소가 안됨. 검색도 안되고 기록도 안쌓임.","시민들이 많은 의견을 올리고 있는데 유일하게 대여소 설치 의견에만 답변을 하고 있네요.다른 의견에는 20일부터 완전 묵묵부답이고.그런데 대여소 설치 의견에 대한 답변은 모두 똑같네요. 설치 환경이 어떻고 저떻고, 아주 원론적이고무의미한 답변. 이런 답변을 기대하고 의견을 올린 것은 아닌데 시민의 기대와는 완전 따로 놀고 있네요.  이런 답변은 전문 운영팀이 아닌 모든 시민이 다 할 수 있는 답변입니다. 시민들이 원하는 답변은 이런 쓸모없는 답변이 아니라 전문가 입장에서 검토한 구체적이고 실제적인 답변입니다.언제까지 이런식으로 대응할 건가요?"
"업뎃 이전에는 필요한 기능만 잘됐는데, 이젠 가장 중요한 정류소 찾기가 안되잖아요.기종s8,잠실에서 kt데이터 키고도 정류소찾는 
지도에서 정류소 표시가 안뜸..이 앱의 가장 중요 기능 아닙니까?",따릉이 자전거 애용자입니다이용할수 있게 해 주셔서넘 감사드립니다■< 신월7동 신월문화체육센터>에 대여소 설치를  부탁합니다이용할수 있는 수요가  많아요없어서 늘 아쉬울 뿐입니다감사합니다
전 버전이 더 잘됬음. 지도는 나오지만 물방울 안뜸. 뭐징?,서울 자전거 앱에서 자전거 대여소에서 다른 자전거 대여소까지 가는 길찾기 되면 편하겠어요~따릉이 이용시 대여소에서 출발해서 대여소에 도착해서 거치 해야 하니 그런 서비스를 도입한다면 더 편리하게 이용할 수 있을 것 같습니다.
